FinalWgt,CR1,CR2,QAR3,QAR4,OR1,QAR6,QAR7,CR5,CR6,CR7,CR8,CR9,CR10,CR11,CR12,CR13,CR14,CR15,CR16,CR17,CR18,CR19,CR20,CR21,CR22,CR23,CR24,CR25,QAR29,CR27,CR28,QAR32,CR30,CR31,CR32,CR33,CR34,CR35,CR36,CR37,CR38,CR39,CR40,CR41,CR42,CR43,SR1,SR2,SR3,SR4,SR5,SR6,SR7,QAR54,SR9,SR10,SR11,SR12,SR13,SR14,SLR1,SLR2,SLR3,SLR4,SLR5,SLR6,SLR7,SLR8,SLR9,QAR70,SLR11,SLR13,SLR14,SLR15,SLR16,SLR17,QAR77,QAR78,Stratum,PSU
8.959185814,3,2,3,3,3,7,5,2,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,2,4,1,1,1,1,1,4,2,3,3,1,3,3,3,2,2,2,1,3,3,4,2,1,1,1,1,1,3,,1,3,1,2,3,5,1,1,1,2,1,1,1,1,1,1,1,2,2,2,3,4,2,2,201301008,15
8.959185814,3,2,3,5,1,4,6,2,1,1,,2,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,4,1,3,3,2,2,3,3,2,2,1,1,3,,5,2,1,1,1,1,1,2,,1,3,1,2,2,5,1,1,1,1,1,4,4,4,1,1,3,2,1,1,3,4,1,1,201301008,15
8.959185814,4,2,3,3,1,7,6,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,4,1,1,1,1,1,4,2,1,1,1,2,3,3,2,2,1,1,4,2,5,2,1,1,1,1,1,4,,1,2,1,4,2,5,1,1,1,1,1,1,1,1,1,1,1,2,1,4,2,4,1,2,201301008,15
8.959185814,4,2,3,4,1,6,6,2,1,1,1,2,2,1,1,2,2,1,1,1,1,4,1,2,2,3,1,2,1,1,1,4,1,2,3,,2,3,3,2,2,1,1,3,3,5,2,1,1,1,1,1,3,,1,3,1,3,3,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,5,1,2,201301008,15
8.959185814,4,2,3,6,4,5,5,2,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,2,3,2,2,1,1,1,4,1,3,3,1,2,2,3,2,2,2,1,1,3,5,2,1,1,,,1,4,,1,3,1,1,3,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,1,1,2,201301008,15
8.959185814,4,2,3,7,1,4,8,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,5,2,3,1,1,1,1,1,2,1,1,1,1,3,1,2,2,,1,1,1,1,5,2,1,1,1,1,1,1,,1,1,1,2,2,5,1,1,1,1,1,1,1,1,3,1,1,2,1,1,2,1,2,2,201301008,15
8.959185814,4,2,3,7,1,7,5,1,5,1,1,1,2,1,1,2,2,2,2,2,4,1,5,5,2,4,1,1,1,1,1,2,1,3,2,2,1,2,3,2,2,2,2,2,2,5,1,2,1,1,2,2,4,,1,3,2,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,5,2,,201301008,15
8.959185814,4,2,3,7,4,7,7,1,4,4,4,1,2,1,1,1,1,1,1,1,1,1,4,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,4,1,1,4,4,4,,1,1,4,4,1,4,4,1,4,1,1,1,4,1,1,1,1,1,4,4,1,4,1,1,201301008,15
8.959185814,5,2,,3,5,3,6,1,3,2,4,1,2,2,7,2,2,4,4,3,3,5,2,2,2,3,2,1,7,3,2,3,1,3,1,1,2,3,3,1,2,3,3,2,1,3,1,4,2,2,4,4,1,1,2,3,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,2,1,2,1,201301008,15
8.959185814,5,2,3,1,1,6,5,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,3,1,2,1,1,1,4,2,1,3,1,2,3,3,2,2,1,1,4,3,4,2,1,1,1,2,1,3,,1,3,1,4,3,4,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,4,1,2,201301008,15
8.959185814,5,2,3,2,1,4,3,2,1,1,1,2,2,1,1,2,2,1,1,1,1,2,2,1,2,2,2,2,1,1,1,4,1,3,3,1,2,3,3,2,2,2,2,3,1,3,2,1,1,1,1,1,2,,1,3,3,2,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,4,2,2,201301008,15
8.959185814,5,2,3,2,1,6,4,2,1,1,1,2,2,2,1,2,2,1,1,1,1,1,5,5,2,1,2,2,1,1,1,3,1,3,3,2,3,3,3,2,2,1,1,1,3,5,2,1,1,1,1,1,1,,1,1,1,2,2,5,1,1,1,1,1,1,1,1,3,1,1,2,1,1,2,1,2,2,201301008,15
8.959185814,5,2,3,3,1,4,3,1,5,1,1,1,1,1,1,2,2,1,1,1,1,5,1,2,2,3,1,2,1,1,1,2,2,1,1,2,3,3,3,2,2,2,2,3,3,3,1,5,2,2,4,4,3,1,3,3,3,4,3,3,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,5,2,2,201301008,15
8.959185814,5,2,3,3,1,6,4,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,2,1,2,4,1,1,1,1,1,4,1,2,3,2,3,2,3,2,2,1,1,3,2,5,2,1,1,1,1,1,4,,1,3,1,3,2,5,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,5,2,2,201301008,15
8.959185814,5,2,3,3,1,6,4,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,2,1,2,4,1,1,1,1,1,4,1,3,3,2,2,3,3,2,2,1,1,2,2,5,2,1,1,1,1,1,4,,1,3,1,3,2,5,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,5,2,2,201301008,15
8.959185814,5,2,3,5,1,6,5,1,3,1,1,,,1,1,1,1,2,2,2,1,1,3,2,2,2,1,2,2,1,1,3,1,3,1,2,1,1,2,1,2,3,3,4,1,3,1,1,1,1,1,1,1,,1,1,,1,1,1,3,2,1,1,1,1,1,3,1,1,1,1,3,4,1,1,2,2,201301008,15
8.959185814,5,2,3,5,3,6,6,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,3,2,1,1,1,1,4,1,3,3,1,2,2,3,2,2,1,2,3,1,3,2,1,1,1,1,1,4,,1,3,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,3,1,2,201301008,15
8.959185814,5,2,,1,1,5,2,2,1,1,1,2,2,1,1,2,2,1,1,1,1,2,2,3,2,3,1,1,1,1,1,4,2,3,1,2,3,3,2,2,2,1,1,3,3,4,2,1,1,1,1,1,3,,1,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,4,1,2,201301008,15
8.959185814,6,2,3,2,,5,4,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,3,,,1,1,1,,2,3,3,2,2,3,3,2,2,1,1,1,3,,2,1,1,1,,,3,,1,,1,3,3,,1,1,1,1,1,1,1,1,1,1,1,2,1,3,,,2,,201301008,15
8.959185814,7,2,3,3,1,4,5,1,6,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,4,1,2,1,1,1,1,1,3,3,1,2,3,3,2,2,,1,1,1,4,1,1,1,1,4,4,4,5,3,1,1,3,,,1,1,2,1,2,1,1,1,1,1,1,1,1,2,3,1,,2,201301008,15
9.79032453,3,1,2,3,1,4,4,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,2,1,2,2,3,3,2,2,1,1,4,3,5,2,1,1,1,1,1,4,,1,3,4,3,,,1,1,1,1,1,1,1,1,1,1,1,2,1,4,3,1,1,2,201301008,15
10.10685011,4,2,3,3,3,5,5,1,6,2,2,2,2,1,1,2,2,2,,3,3,5,1,3,2,2,1,2,6,1,1,3,1,1,2,1,2,2,3,2,2,2,2,4,1,3,2,1,1,1,1,1,4,,1,3,3,4,3,4,1,1,1,1,1,1,1,1,1,1,1,2,1,4,3,5,1,2,201301008,15
10.10685011,4,2,3,4,3,7,5,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,2,1,2,4,2,1,1,1,1,3,1,2,1,2,2,1,1,1,2,1,1,3,3,1,2,1,1,1,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,201301008,15
10.10685011,4,2,3,5,1,6,6,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,2,2,2,4,1,2,1,1,1,4,2,1,,2,2,3,3,2,2,1,1,4,2,1,2,1,1,1,1,1,4,,1,3,1,3,1,5,1,1,1,1,1,1,1,1,1,1,1,2,1,4,2,4,1,1,201301008,15
10.10685011,4,2,3,5,3,5,5,2,1,1,1,1,2,2,1,2,2,1,1,1,1,1,3,3,2,4,2,1,1,1,1,3,2,3,1,2,2,3,1,2,2,1,1,3,,5,1,3,1,1,2,2,4,,1,3,1,3,1,4,1,1,1,2,2,1,2,3,1,1,1,2,1,4,1,4,1,2,201301008,15
10.10685011,4,2,3,7,1,7,7,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,2,1,2,4,1,1,1,1,1,4,1,1,3,1,2,3,3,2,2,1,1,3,3,5,2,1,1,1,1,1,4,,1,3,1,3,3,5,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,5,2,2,201301008,15
10.10685011,4,2,3,7,3,4,6,2,1,1,1,2,2,1,1,2,2,1,1,1,,1,1,2,1,3,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,1,3,3,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,201301008,15
10.10685011,4,2,,3,3,7,2,2,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,2,2,4,1,2,1,1,1,2,2,2,3,2,2,2,3,2,2,1,1,3,3,5,2,1,1,1,1,1,4,,1,3,1,3,3,5,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,5,2,2,201301008,15
10.10685011,5,2,3,1,4,1,4,2,1,1,1,2,2,1,1,,,1,1,1,1,1,1,1,2,,1,1,1,1,1,4,2,1,3,3,3,2,3,2,2,1,1,3,2,5,2,1,1,1,1,1,4,,1,3,1,3,2,5,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,5,1,2,201301008,15
10.10685011,5,2,3,3,1,5,4,1,6,1,1,2,2,1,1,2,2,2,4,3,4,1,3,3,2,3,1,2,1,1,1,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,1,1,1,1,1,3,,2,1,2,2,1,,2,1,3,2,1,2,2,2,1,,2,1,,3,2,2,2,1,201301008,15
10.10685011,5,2,3,3,1,6,5,2,1,1,1,2,2,2,1,2,2,1,1,1,1,1,2,2,2,4,1,1,1,1,1,3,1,1,1,1,2,2,3,2,2,1,1,3,3,5,2,1,1,1,2,1,4,,1,1,1,3,1,3,1,1,1,1,3,,1,1,,2,1,,1,2,1,2,,1,201301008,15
10.10685011,5,2,3,4,1,6,6,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,4,1,1,1,1,1,4,1,1,3,2,3,3,3,2,2,1,1,3,2,5,2,1,1,1,1,1,4,,1,3,2,2,2,5,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,5,2,2,201301008,15
10.10685011,5,2,3,4,3,5,5,2,1,1,1,2,2,2,1,2,2,1,1,1,1,1,2,2,2,4,2,2,1,1,1,4,1,2,1,1,2,2,3,2,2,1,1,4,2,5,2,1,1,1,1,1,4,,1,1,1,4,2,5,1,1,1,1,1,1,1,1,1,1,1,2,4,4,2,5,2,2,201301008,15
10.10685011,5,2,3,4,3,7,6,2,1,1,1,2,2,1,1,2,2,1,1,1,1,5,5,5,2,3,1,1,1,1,1,1,1,1,1,1,3,3,2,2,,1,1,3,3,3,2,1,1,1,1,4,3,,3,3,2,2,3,2,4,2,2,2,3,4,1,2,3,1,1,1,1,2,2,1,2,,201301008,15
10.10685011,5,2,3,5,1,7,,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,5,5,2,4,1,1,1,1,1,1,2,1,1,1,1,1,3,2,2,1,1,4,3,5,2,1,1,1,1,1,4,,1,3,1,1,3,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,5,2,2,201301008,15
10.10685011,5,2,3,5,3,7,5,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,3,4,2,3,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,1,1,3,3,5,2,1,1,1,1,1,4,4,1,3,1,3,2,5,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,5,1,2,201301008,15
10.10685011,5,2,3,7,1,8,4,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,3,4,2,3,1,1,1,1,1,,,1,2,1,2,2,3,2,2,1,1,3,2,5,2,1,1,1,1,1,3,,1,3,1,3,3,5,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,5,2,2,201301008,15
10.10685011,5,2,3,7,3,5,6,1,4,1,1,2,2,1,1,2,2,1,1,1,1,5,5,5,2,3,1,1,1,1,1,4,2,1,,2,2,2,3,2,2,2,1,3,3,4,2,1,1,1,1,1,3,,1,1,1,1,1,1,7,3,1,1,4,,,,4,1,3,,4,,2,1,,1,201301008,15
10.10685011,5,2,3,7,3,6,6,1,3,,,2,2,2,2,2,2,1,1,1,1,1,3,3,2,3,2,1,1,1,1,2,1,3,3,1,2,2,1,2,1,4,3,1,,4,2,1,1,1,4,4,4,,3,3,1,3,2,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,,1,201301008,15
10.10685011,5,2,3,7,4,8,4,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,2,1,2,3,1,1,1,1,1,4,1,1,1,1,3,3,3,2,2,1,1,2,1,3,2,1,1,1,1,1,3,,1,1,1,3,3,4,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,5,2,2,201301008,15
10.10685011,7,2,3,2,1,5,1,2,1,1,1,2,2,1,1,2,2,1,1,1,1,3,1,3,2,4,1,1,1,1,1,2,1,2,1,1,3,3,3,2,2,1,1,4,2,1,2,1,1,1,1,1,4,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,2,1,1,2,201301008,15
10.26313054,2,2,1,1,5,4,4,2,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,2,2,4,1,1,1,1,1,4,1,1,3,2,3,3,3,2,2,1,1,3,3,5,2,1,1,1,1,1,4,,1,2,1,3,3,5,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,5,1,2,201301008,15
10.26313054,2,2,1,2,1,1,5,2,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,2,3,1,2,1,1,1,4,2,3,3,1,3,3,3,2,2,1,1,3,3,5,2,1,1,1,1,1,3,,1,3,1,3,3,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,5,2,2,201301008,15
10.26313054,2,2,1,3,1,7,7,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,4,1,1,1,1,1,4,2,3,3,1,2,3,3,2,2,2,1,1,2,5,2,1,1,1,1,1,4,,1,3,2,2,2,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,5,1,2,201301008,15
10.26313054,2,2,1,3,3,8,8,2,1,1,1,,,1,1,2,2,1,1,1,1,1,1,1,2,4,2,2,1,1,1,4,2,1,2,1,2,3,3,2,2,1,1,1,3,1,2,,3,4,3,2,3,3,1,1,3,1,2,3,1,2,1,1,1,3,1,4,4,3,2,,3,1,2,4,,,201301008,15
10.26313054,2,2,1,4,1,5,1,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,2,2,2,4,2,2,1,1,1,4,2,2,1,2,1,1,3,2,2,1,1,4,2,5,2,1,1,1,1,4,4,,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,2,1,4,2,5,2,2,201301008,15
10.26313054,2,2,1,5,3,7,7,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,4,2,2,1,1,1,4,1,3,2,1,2,3,3,2,2,1,1,3,2,5,2,1,1,1,1,1,4,,1,2,1,3,2,5,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,2,2,201301008,15
10.26313054,2,2,1,6,3,3,5,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,4,2,3,2,2,3,3,3,2,1,2,1,2,3,1,2,1,1,1,1,1,1,1,1,3,1,3,3,1,1,1,,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,201301008,15
10.26313054,2,2,1,7,,,6,2,1,1,1,2,2,2,,2,2,1,1,1,1,1,1,1,1,4,2,2,1,1,1,4,1,1,1,1,3,3,2,2,2,1,1,1,2,5,2,1,1,1,1,1,2,,1,1,1,3,3,5,1,1,1,1,1,1,1,1,1,1,1,2,,1,3,,,,201301008,15
10.26313054,2,2,1,7,3,6,6,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,3,2,2,1,1,1,4,2,2,3,3,3,3,3,2,2,1,1,3,3,5,2,1,1,1,1,1,3,,1,3,1,3,3,5,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,5,2,2,201301008,15
10.26313054,3,2,1,,3,8,6,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,4,2,2,1,1,1,4,2,3,3,2,3,3,3,2,2,1,1,4,3,4,2,1,1,,1,1,3,,1,3,1,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,201301008,15
10.26313054,3,2,1,2,1,3,1,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,3,1,2,4,1,1,1,1,1,4,1,3,3,3,3,3,3,2,2,1,1,2,,5,2,1,1,2,3,,1,1,3,,1,2,3,1,1,1,1,2,1,2,1,3,4,1,3,1,1,1,2,4,2,2,201301008,15
10.26313054,3,2,1,2,1,6,1,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,4,1,1,3,1,3,2,3,2,2,1,1,3,2,5,2,1,1,1,1,1,3,,1,3,1,4,2,5,1,1,1,1,1,1,1,1,1,1,1,2,1,4,2,5,2,2,201301008,15
10.26313054,3,2,1,2,1,7,7,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,2,2,2,4,1,2,1,1,1,4,1,2,1,2,2,2,3,2,2,1,1,1,1,5,2,1,1,1,1,1,4,,1,1,4,1,3,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,5,2,2,201301008,15
10.26313054,3,2,1,2,3,4,4,2,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,4,2,1,1,2,2,1,3,2,2,1,1,1,3,2,1,1,1,1,1,1,1,5,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,2,1,201301008,15
10.26313054,3,2,1,3,1,5,5,,,1,1,2,2,1,1,2,2,1,1,1,1,3,3,3,2,4,2,2,1,1,1,4,2,2,3,1,3,3,3,2,2,1,1,4,2,5,2,1,1,1,1,1,1,,1,3,1,1,2,5,1,1,1,1,1,1,4,4,6,1,1,2,1,4,2,5,2,2,201301008,15
10.26313054,3,2,1,4,1,5,6,2,1,1,1,2,2,1,1,2,2,1,1,1,1,4,1,1,2,2,1,1,1,1,1,4,2,3,1,1,2,2,3,2,2,1,1,3,2,5,2,1,1,1,1,1,2,,1,1,1,2,2,5,1,1,1,1,1,1,1,1,1,1,1,2,1,4,2,2,1,1,201301008,15
10.26313054,3,2,1,5,3,5,8,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,,2,3,1,1,2,2,3,1,2,2,1,4,3,4,2,1,1,1,1,1,1,,1,1,2,4,3,4,3,,,,4,2,2,,2,3,2,,1,2,1,2,2,1,201301008,15
10.26313054,3,2,1,6,1,5,6,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,4,1,2,3,2,1,1,1,1,1,1,3,1,1,2,2,3,2,,1,1,3,2,5,2,1,1,1,1,1,3,,1,1,1,3,3,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,5,1,2,201301008,15
10.26313054,3,2,1,7,,4,3,1,,,,1,2,1,1,1,1,2,2,2,,5,5,5,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,3,2,4,1,3,1,3,1,1,2,4,1,1,1,1,1,4,1,2,4,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,201301008,15
10.26313054,3,2,1,7,1,7,8,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,4,2,2,1,1,1,4,2,2,3,1,3,3,3,2,2,1,1,1,1,4,2,1,1,1,1,1,4,3,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,2,2,201301008,15
10.26313054,3,2,1,7,2,3,6,1,2,1,1,2,2,1,1,2,2,1,1,1,1,5,2,4,2,4,1,1,1,1,1,1,1,1,1,1,2,3,1,2,2,3,1,3,3,1,1,2,1,1,1,1,4,2,1,2,1,,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,2,201301008,15
10.26313054,3,2,,4,5,,4,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,4,2,1,3,2,3,2,3,2,2,1,1,3,2,5,2,1,1,1,1,1,4,,1,3,1,3,2,5,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,5,2,2,201301008,15
10.26313054,4,2,1,3,1,3,2,2,1,1,1,2,2,2,1,2,2,1,1,1,1,2,2,2,2,4,1,1,1,1,1,4,2,1,1,2,2,3,2,2,2,1,1,3,2,5,2,1,1,1,1,1,3,,1,3,1,3,2,5,1,1,1,2,1,1,1,1,1,1,1,2,1,3,2,4,1,2,201301008,15
11.25257297,1,2,2,4,4,8,5,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,4,2,2,1,1,1,4,2,3,3,2,2,1,2,2,2,1,1,3,3,5,2,1,1,1,1,1,4,,1,3,1,3,3,5,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,5,2,2,201301008,15
11.25257297,3,2,2,1,1,7,6,2,1,1,1,1,2,1,1,2,2,1,1,1,1,5,1,2,2,3,1,1,1,1,4,1,1,1,2,2,2,3,3,2,2,1,1,3,2,4,1,5,1,1,2,,2,3,1,3,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,5,1,2,201301008,15
11.25257297,3,2,2,2,3,4,5,2,1,1,1,2,2,1,1,2,2,1,1,1,1,5,5,5,1,3,1,2,1,1,1,2,2,1,1,1,3,3,3,2,2,1,1,3,,1,1,2,2,1,1,1,1,,2,2,2,1,2,1,2,1,2,2,1,2,1,2,1,1,1,1,2,2,2,1,2,2,201301008,15
11.25257297,3,2,2,3,1,4,3,2,1,1,1,2,2,1,1,2,2,1,1,1,1,5,3,3,2,2,1,1,1,1,1,4,2,,,2,3,2,3,2,2,1,1,1,3,1,2,1,1,1,1,1,1,,1,1,1,1,2,1,1,1,1,2,,,1,4,,1,2,1,1,1,1,1,2,2,201301008,15
11.25257297,3,2,2,3,3,5,7,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,2,2,2,4,1,1,1,1,1,4,1,3,3,2,2,2,2,2,2,1,1,4,1,5,2,,1,1,1,1,4,,1,3,1,3,2,5,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,5,2,2,201301008,15
11.25257297,3,2,2,4,1,8,8,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,201301008,15
11.25257297,3,2,2,5,1,5,4,2,1,1,1,2,2,2,1,2,2,1,1,1,1,5,1,2,2,2,2,2,1,1,1,2,2,2,1,2,2,3,3,2,2,1,1,2,3,5,2,1,1,1,1,1,2,,1,3,1,1,3,5,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,5,1,2,201301008,15
11.25257297,3,2,2,5,3,4,6,1,5,1,1,1,2,1,1,1,2,2,2,3,2,3,4,4,1,2,2,2,1,1,1,4,1,2,2,1,2,3,2,1,2,1,1,1,3,1,1,1,1,1,1,1,4,,1,3,1,,3,5,4,1,1,1,1,1,1,1,1,1,1,2,1,1,3,5,1,2,201301008,15
11.25257297,3,2,2,7,3,5,8,2,1,1,1,2,2,1,1,2,2,1,1,1,1,5,5,1,2,4,1,1,1,1,1,4,2,3,3,2,2,2,3,2,2,1,1,4,1,5,2,1,1,1,1,1,4,,1,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,5,2,2,201301008,15
11.25257297,3,2,2,7,4,8,6,2,1,1,1,2,2,2,1,2,2,1,1,1,1,1,2,1,2,4,1,1,,,1,1,1,3,3,1,3,1,3,2,2,1,1,4,1,4,2,1,1,1,1,1,4,,1,3,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,2,4,3,1,4,1,2,201301008,15
11.25257297,3,2,,4,3,6,6,2,1,1,1,2,2,1,1,2,2,4,4,4,6,1,1,1,2,1,2,2,1,1,1,1,2,3,3,2,3,3,3,2,2,1,1,1,3,5,2,1,1,1,1,1,1,,1,3,1,1,3,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,5,2,2,201301008,15
11.25257297,4,2,2,2,3,4,5,2,1,1,1,2,2,1,1,2,2,1,1,1,1,5,3,3,2,1,2,2,1,1,1,4,2,3,2,2,1,2,2,2,2,,2,1,2,3,2,1,1,1,2,2,2,,1,,2,1,2,1,2,2,1,2,1,2,1,2,2,1,1,1,1,2,2,2,2,2,201301008,15
11.25257297,4,2,2,2,3,6,7,1,5,2,2,2,2,1,1,2,2,2,3,2,3,1,3,4,1,3,1,1,2,3,2,2,1,1,1,2,2,3,,2,2,4,3,4,2,5,2,1,1,1,1,1,4,,1,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,,1,2,2,2,1,2,201301008,15
11.25257297,4,2,2,3,1,4,5,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,2,3,2,4,1,1,1,1,1,2,1,2,1,1,2,2,1,2,1,1,1,4,2,4,2,1,1,1,1,1,4,,1,1,1,3,2,5,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,5,2,2,201301008,15
11.25257297,4,2,2,4,1,6,6,2,1,1,1,2,2,1,1,2,2,1,1,1,1,3,2,1,2,4,1,1,1,1,1,2,1,2,1,1,2,3,1,2,2,1,1,3,2,5,2,1,1,1,1,1,4,,1,3,1,3,2,5,1,1,1,1,1,1,1,1,1,1,1,2,1,4,2,5,1,2,201301008,15
11.25257297,4,2,2,4,3,7,7,1,6,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,4,2,2,3,2,2,2,2,2,2,1,2,3,3,4,2,1,1,1,1,1,2,,1,1,1,3,3,3,5,1,1,1,1,1,1,1,1,1,1,2,2,3,3,1,1,1,201301008,15
11.25257297,4,2,2,4,3,8,7,1,5,1,1,2,2,2,7,2,2,2,3,3,4,1,1,2,2,2,1,2,1,3,1,2,2,1,2,1,2,3,3,2,2,3,3,3,3,3,2,1,1,1,1,1,1,,1,1,3,4,2,4,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,4,2,2,201301008,15
11.25257297,4,2,2,6,1,6,6,2,1,1,1,2,2,1,1,2,2,4,1,1,1,1,3,3,1,2,2,1,1,1,1,4,2,3,3,2,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,,1,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,201301008,15
