FinalWgt,CR1,CR2,CR3,CR4,CR5,QAR6,QAR7,QAR8,QAR9,CR10,CR11,CR12,CR13,CR14,CR15,CR16,CR17,CR18,CR19,CR20,CR21,CR22,CR23,CR24,CR25,CR26,CR27,QAR28,QAR29,CR30,CR31,CR32,CR33,CR34,CR35,CR36,CR37,CR38,CR39,CR40,CR41,CR42,CR43,CR44,CR45,CR46,CR47,CR48,CR49,CR50,CR51,CR52,CR53,CR54,CR55,QAR56,Stratum,PSU
5.860139524,2,1,1,1,1,1,1,1,3,1,2,1,1,3,1,,1,1,2,1,2,2,2,,2,2,1,3,2,1,4,5,3,1,1,1,1,1,1,1,2,1,2,2,4,3,4,,2,2,2,2,4,3,2,1,200402012,24
5.860139524,2,1,1,1,1,1,1,1,3,1,2,1,1,3,1,2,1,1,2,1,2,1,2,2,3,3,1,3,3,4,3,,,1,1,1,1,1,4,1,3,4,4,2,,3,3,1,2,,,2,2,3,2,1,200402012,24
5.860139524,2,1,1,1,1,1,1,1,4,1,2,,1,1,1,1,1,1,2,3,3,3,1,2,2,4,1,1,1,3,4,1,2,1,1,1,1,1,1,1,3,2,2,2,4,1,1,1,1,2,2,2,4,2,2,1,200402012,24
5.860139524,2,1,1,1,1,1,1,1,4,1,2,1,1,3,1,2,1,1,1,1,1,1,2,2,3,4,,3,3,1,4,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,1,2,2,1,4,2,1,200402012,24
5.860139524,2,1,1,1,1,1,1,1,4,1,2,1,1,3,1,2,1,1,3,2,3,1,2,2,2,3,1,3,3,2,,2,1,1,1,1,1,4,1,2,,2,3,,,3,3,3,2,2,2,2,1,4,2,1,200402012,24
5.860139524,2,1,1,1,1,1,1,1,4,1,2,1,1,3,2,1,2,2,2,2,1,1,1,3,3,4,1,7,7,3,4,1,1,1,1,1,1,1,1,3,,3,4,,,3,3,4,2,2,2,2,1,5,2,1,200402012,24
5.860139524,2,1,1,1,1,1,1,1,5,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,4,1,2,,,4,1,1,1,1,1,1,1,1,1,2,1,2,2,4,1,1,1,1,1,1,1,1,4,2,1,200402012,24
5.860139524,2,1,1,1,1,1,1,1,7,1,2,1,1,1,3,1,3,3,3,3,2,3,3,2,3,3,1,6,2,4,4,4,,2,2,1,1,1,1,1,3,1,2,2,3,3,1,1,2,3,2,3,1,,2,1,200402012,24
5.860139524,2,1,1,1,1,1,1,1,7,1,2,2,2,2,2,2,2,4,3,3,3,3,3,3,3,4,2,7,7,3,4,2,2,2,2,2,2,2,2,2,3,4,4,,2,3,3,4,,,,,2,4,2,1,200402012,24
5.860139524,2,1,1,1,1,1,1,1,7,3,2,1,1,1,1,1,1,1,3,1,1,2,2,2,3,4,2,7,7,3,3,1,1,1,1,1,1,1,1,1,2,3,2,2,3,2,2,2,2,2,1,,2,2,2,1,200402012,24
5.860139524,2,1,1,1,1,1,1,2,4,1,2,1,1,1,1,1,1,1,4,2,2,3,1,1,3,4,1,1,7,4,3,1,5,1,1,2,1,2,4,2,1,1,2,2,2,1,2,3,2,1,3,2,3,4,2,1,200402012,24
6.104312004,1,1,1,1,1,1,1,1,7,1,1,,1,3,1,1,1,2,1,1,2,1,2,,3,2,1,3,1,1,2,2,5,2,2,1,1,2,1,1,2,1,3,2,,1,2,1,2,1,2,1,2,4,2,1,200402012,24
6.104312004,2,1,1,1,,,1,1,6,,2,1,1,1,1,2,1,2,4,3,2,3,2,3,3,4,1,6,7,3,1,5,3,1,1,1,1,1,1,1,3,3,2,1,2,1,1,3,2,3,2,2,1,4,2,1,200402012,24
6.104312004,2,1,1,1,1,,1,1,2,1,2,1,1,3,1,2,1,3,1,2,1,2,2,3,,4,1,2,2,3,4,1,5,1,1,1,1,1,1,1,1,4,3,2,3,1,1,4,2,,3,3,1,4,2,1,200402012,24
6.104312004,2,1,1,1,1,1,1,1,,1,1,7,1,1,1,2,1,1,4,1,2,3,3,3,,4,,1,2,4,4,1,4,1,1,1,1,1,1,1,2,1,2,2,2,2,2,3,1,2,1,2,2,1,2,1,200402012,24
6.104312004,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,4,1,3,3,1,4,1,1,2,1,1,1,1,1,1,1,3,3,1,3,2,4,3,2,3,3,3,4,3,2,1,200402012,24
6.104312004,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,3,3,2,2,2,3,4,1,3,7,4,4,1,1,1,1,1,1,1,1,1,2,1,1,1,4,1,3,1,2,2,2,2,1,6,2,1,200402012,24
6.104312004,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,3,3,3,1,1,2,2,4,1,1,1,2,4,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,3,2,2,2,2,3,3,2,1,200402012,24
6.104312004,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,3,3,3,2,3,3,3,4,1,3,7,3,4,1,1,1,1,1,1,1,1,1,2,3,4,2,4,3,3,1,2,3,2,2,1,4,2,1,200402012,24
6.104312004,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,3,3,2,3,3,2,1,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,,,2,1,200402012,24
6.104312004,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,4,2,3,3,2,2,3,4,1,2,3,2,4,1,1,1,1,1,1,1,1,1,2,3,2,2,3,2,2,4,2,1,1,2,4,5,2,1,200402012,24
6.104312004,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,2,3,3,3,4,1,7,7,4,4,1,1,1,3,4,1,1,1,1,2,1,2,,4,2,3,3,1,3,3,2,1,5,2,1,200402012,24
6.104312004,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,3,1,2,1,2,2,2,4,1,3,3,4,4,1,1,1,1,1,1,1,1,1,2,1,2,2,2,3,3,1,2,1,2,2,1,3,2,1,200402012,24
6.104312004,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,1,4,1,2,2,4,4,1,1,2,1,1,1,1,1,1,2,2,2,2,2,1,2,3,2,2,2,2,1,4,2,1,200402012,24
6.104312004,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,2,1,1,2,3,3,2,3,3,2,4,1,,,3,3,1,1,1,1,1,1,1,1,1,2,4,2,2,2,1,1,4,2,3,3,3,1,,2,1,200402012,24
6.104312004,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,2,1,1,3,2,2,2,2,2,2,4,1,2,3,1,4,1,1,1,1,1,1,1,1,1,2,1,3,2,4,3,3,1,2,2,2,2,1,4,2,1,200402012,24
6.104312004,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,1,2,3,3,3,2,3,2,2,4,1,3,2,3,3,1,1,1,1,1,1,1,1,1,1,2,2,2,4,3,1,4,2,2,2,2,1,3,2,1,200402012,24
6.104312004,2,1,1,1,1,1,1,1,4,1,2,1,1,3,1,1,1,1,2,3,1,2,2,1,2,4,1,2,3,1,4,4,1,2,1,1,1,1,1,1,3,3,2,2,4,2,3,2,2,3,2,2,1,3,2,1,200402012,24
6.104312004,2,1,1,1,1,1,1,1,7,1,2,1,1,1,2,2,2,2,2,2,1,1,2,2,2,4,1,3,3,2,4,1,1,1,1,1,1,1,1,1,2,2,2,2,1,3,4,4,2,2,2,2,1,4,2,1,200402012,24
6.104312004,2,1,1,1,1,1,1,2,2,1,1,1,2,3,1,1,2,1,4,1,2,2,2,2,2,,4,3,2,3,4,1,1,1,1,1,1,1,1,2,1,3,2,2,4,3,3,3,2,2,2,1,1,3,2,1,200402012,24
6.104312004,2,1,1,1,1,1,1,2,4,1,2,1,2,1,2,1,1,1,4,3,2,3,2,3,2,2,2,6,7,3,2,1,2,1,1,1,1,3,1,1,3,2,1,2,2,1,1,1,2,2,2,2,4,2,2,1,200402012,24
6.104312004,2,1,1,1,1,1,2,2,3,1,1,1,2,1,1,1,1,1,3,1,1,2,2,2,2,3,1,3,3,1,4,1,2,1,1,1,1,1,1,1,2,3,4,2,4,3,3,4,2,2,2,2,1,3,2,1,200402012,24
6.104312004,2,1,,,7,6,1,1,3,1,2,1,1,1,1,1,1,1,3,1,2,2,2,2,3,4,2,7,7,1,4,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,1,2,2,2,2,2,3,2,1,200402012,24
6.104312004,,,1,1,1,1,1,1,3,1,,1,1,3,4,,4,4,4,3,3,3,3,3,3,3,3,3,2,3,3,3,2,1,1,1,2,2,2,3,2,3,2,2,3,2,2,2,1,1,1,3,,3,2,1,200402012,24
6.104312004,,,,7,4,7,7,4,3,,2,5,,5,3,,3,3,,3,,2,,,,,,7,7,2,3,,,,,,7,7,,,2,2,3,2,,2,,3,,3,,,3,5,2,1,200402012,24
6.992492308,2,1,1,1,1,4,,,,1,1,4,1,1,1,2,,,2,1,1,3,3,3,3,4,1,1,4,1,2,1,2,1,1,1,1,1,1,1,3,1,2,2,2,1,1,4,2,2,2,2,1,3,1,1,200402012,24
7.981841083,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,3,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,5,2,2,200402012,24
7.981841083,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,2,1,1,2,2,200402012,24
7.981841083,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,1,1,1,1,3,3,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,,2,2,2,2,3,2,2,1,4,2,2,200402012,24
7.981841083,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,3,3,3,3,3,1,,,,3,3,1,2,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,4,2,2,2,2,1,6,2,2,200402012,24
7.981841083,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,3,3,3,3,3,1,1,2,1,3,3,1,2,3,1,1,1,1,1,1,1,1,2,2,1,1,4,2,2,2,2,2,2,2,1,6,2,2,200402012,24
7.981841083,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,2,2,1,2,1,1,3,2,2,3,4,1,1,3,1,2,1,2,1,1,1,1,1,1,1,2,,2,,2,1,1,2,2,2,2,1,1,1,2,2,200402012,24
7.981841083,2,1,1,1,1,1,1,1,3,1,2,4,1,2,1,1,1,1,2,2,2,2,2,1,3,4,3,1,3,1,2,1,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,4,2,2,2,2,1,4,2,2,200402012,24
7.981841083,2,1,1,1,1,1,1,1,4,1,1,4,1,1,1,2,2,2,2,1,1,3,3,3,3,4,1,1,3,1,2,1,2,1,1,1,1,1,1,1,3,1,2,2,2,1,1,4,2,2,2,2,1,3,2,2,200402012,24
7.981841083,2,1,1,1,1,1,1,1,4,1,2,,1,1,1,2,2,2,2,1,1,3,3,3,3,4,1,1,3,1,2,1,2,1,1,1,1,1,1,1,3,1,2,2,2,1,1,4,2,2,2,2,1,3,2,2,200402012,24
7.981841083,2,1,1,1,1,1,1,1,4,1,2,1,1,1,1,2,1,1,3,3,3,2,3,1,1,2,1,2,3,1,2,1,2,1,1,1,1,2,1,1,2,1,2,2,2,1,1,1,2,2,2,2,1,4,2,2,200402012,24
7.981841083,2,1,1,1,1,1,1,1,4,1,2,1,1,1,1,2,2,,2,1,1,3,3,3,3,4,1,1,3,1,2,1,2,1,1,1,1,1,1,1,3,1,2,2,2,1,1,4,2,2,2,2,1,6,2,2,200402012,24
7.981841083,2,1,1,1,1,1,1,1,4,1,2,1,1,1,1,2,2,1,2,1,1,3,3,3,3,4,1,2,3,1,2,1,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,3,2,2,2,2,1,4,2,2,200402012,24
7.981841083,2,1,1,1,1,1,1,1,4,1,2,1,1,1,1,2,2,2,2,1,1,3,3,3,1,3,1,2,1,2,,,,1,1,1,1,1,1,1,3,1,2,2,2,1,1,4,2,2,2,2,1,3,2,2,200402012,24
7.981841083,2,1,1,1,1,1,1,1,4,1,2,1,1,1,1,2,2,2,2,1,1,3,3,3,3,4,1,1,3,1,2,1,2,1,1,1,1,1,1,1,3,1,2,2,,1,1,4,2,2,2,2,1,3,2,2,200402012,24
7.981841083,2,1,1,1,1,1,1,1,4,1,2,1,1,1,1,2,2,2,2,1,1,3,3,3,3,4,1,1,3,1,2,1,2,1,1,1,1,1,1,1,3,1,2,2,2,1,1,4,2,2,2,2,1,3,2,2,200402012,24
7.981841083,2,1,1,1,1,1,1,1,4,1,2,1,1,1,1,2,2,2,2,1,1,3,3,3,3,4,1,1,3,1,2,1,2,1,1,1,1,1,1,1,3,1,2,2,2,1,1,4,2,2,2,2,1,3,2,2,200402012,24
7.981841083,2,1,1,1,1,1,1,1,4,1,2,1,1,1,1,2,2,2,2,1,1,3,3,3,3,4,1,1,3,1,2,1,2,1,1,1,1,1,1,1,3,1,2,2,2,1,1,4,2,2,2,2,1,6,2,2,200402012,24
7.981841083,2,1,1,1,1,1,1,1,4,1,2,1,1,1,1,2,2,2,2,1,1,3,3,3,3,4,1,1,3,1,2,1,2,1,1,1,1,1,1,1,3,1,2,2,2,1,1,4,2,2,2,2,1,6,2,2,200402012,24
7.981841083,2,1,1,1,1,1,1,1,4,1,2,5,1,1,1,2,2,,2,1,1,3,3,3,3,4,1,1,3,1,2,1,2,1,1,1,1,1,1,1,3,1,2,2,2,1,1,4,2,2,2,2,1,7,2,2,200402012,24
7.981841083,2,1,1,1,1,1,1,1,6,1,2,1,1,1,1,2,2,,2,1,1,3,3,3,3,4,1,1,3,1,2,1,2,1,1,1,1,1,1,1,3,1,2,2,2,1,1,4,2,2,2,2,1,7,2,2,200402012,24
7.981841083,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,2,3,3,3,2,3,1,3,3,1,2,3,1,2,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,200402012,24
7.981841083,2,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,3,3,3,2,3,1,3,3,1,2,3,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,200402012,24
7.981841083,2,1,,,1,1,1,1,4,1,2,1,1,1,1,1,2,1,2,1,1,3,3,3,3,3,1,1,3,1,2,1,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,3,2,2,2,2,1,5,2,2,200402012,24
7.981841083,,1,,,1,1,1,1,5,1,2,5,1,1,1,2,2,,2,1,1,3,3,3,3,4,1,1,3,1,2,1,2,1,1,1,1,1,1,1,3,1,2,2,2,1,1,4,2,2,2,2,1,7,2,2,200402012,24
7.981841083,,1,,,1,1,1,1,6,1,2,1,1,1,1,2,2,,2,1,1,3,3,3,3,4,1,1,3,1,2,1,2,1,1,1,1,1,1,1,3,1,2,2,2,1,1,4,1,1,,2,1,6,2,2,200402012,24
6.228497778,1,5,5,2,8,4,8,3,,3,2,8,2,3,3,1,3,3,3,3,3,1,3,3,3,4,2,7,7,2,4,5,3,2,4,4,2,2,3,6,3,2,2,1,2,1,4,4,2,2,1,1,3,5,1,3,200402013,25
7.013741238,1,1,1,1,1,1,1,1,4,1,2,1,1,1,1,1,1,1,3,3,2,2,3,2,2,4,1,3,2,4,3,1,1,1,1,1,1,1,1,1,3,3,3,2,3,2,2,1,2,3,2,2,4,5,2,3,200402013,25
7.013741238,1,1,1,1,1,1,1,1,4,1,2,1,1,3,1,1,1,1,2,3,3,2,1,2,2,4,1,4,4,1,3,5,2,2,1,1,1,1,1,1,2,1,2,2,2,3,1,1,2,3,2,2,1,5,2,3,200402013,25
7.013741238,1,1,1,1,1,1,1,1,7,1,2,1,1,1,1,2,1,1,4,3,3,3,2,3,2,4,1,3,3,1,1,1,2,1,1,1,1,1,1,1,3,3,2,2,4,3,2,4,2,3,2,2,4,6,2,3,200402013,25
7.013741238,1,2,1,1,1,1,1,1,6,1,2,2,1,1,1,1,1,1,3,3,3,3,3,2,2,4,1,3,2,2,4,1,1,1,1,1,7,3,2,6,2,2,2,2,4,3,2,3,2,2,2,2,4,5,2,3,200402013,25
7.013741238,1,4,1,1,1,1,2,2,2,1,2,2,2,3,3,1,3,2,3,3,3,3,1,2,2,4,1,6,7,1,3,4,3,1,2,2,6,3,3,6,3,4,3,2,2,1,2,3,2,2,2,1,1,5,2,3,200402013,25
7.013741238,1,5,1,1,1,1,1,1,1,1,2,1,2,1,4,2,2,1,4,3,2,1,1,1,2,4,1,6,6,1,3,1,2,2,1,1,1,5,1,1,3,3,2,2,3,2,2,2,2,2,2,2,1,5,2,3,200402013,25
7.013741238,1,5,1,1,1,1,1,2,4,1,1,6,2,1,2,1,2,3,3,3,1,3,1,1,3,3,1,4,4,3,1,2,2,2,2,2,6,5,2,4,1,2,2,2,2,1,1,3,2,2,2,2,1,4,2,3,200402013,25
7.013741238,1,6,,2,5,6,6,2,4,1,1,6,3,2,4,2,3,3,4,1,3,1,1,1,3,3,2,6,6,3,3,5,5,2,4,4,2,2,4,3,3,4,2,2,2,2,1,4,2,2,2,2,1,5,2,3,200402013,25
7.013741238,1,6,1,1,1,1,2,2,7,1,2,2,2,1,4,1,3,3,4,3,3,1,1,3,3,3,2,6,7,3,1,2,1,2,2,4,4,5,3,2,3,4,2,2,2,2,1,1,2,2,2,3,4,6,2,3,200402013,25
7.013741238,1,6,1,1,5,7,1,1,4,1,2,2,1,1,2,1,2,1,2,3,2,2,1,2,3,4,1,7,3,3,4,1,1,1,,,1,1,1,1,1,2,2,2,3,3,2,1,2,2,2,2,3,5,2,3,200402013,25
7.013741238,1,,1,1,8,8,8,2,4,1,2,4,2,1,2,1,4,4,4,,1,1,3,2,1,2,1,2,3,2,1,3,2,2,4,1,7,1,1,6,1,3,1,1,1,3,4,1,1,3,3,3,3,1,2,3,200402013,25
7.013741238,1,6,3,4,2,4,8,3,,3,2,8,2,3,3,1,3,3,3,3,3,1,3,3,3,4,2,7,7,2,4,5,3,2,4,4,2,7,3,6,3,,2,2,2,1,2,4,2,2,2,2,1,5,2,3,200402013,25
7.013741238,1,,1,1,8,7,6,1,1,1,1,1,1,5,1,2,2,2,3,3,3,,,,,,,6,6,,,,,,,3,,4,1,2,3,,1,1,1,3,4,4,1,3,3,1,3,1,2,3,200402013,25
7.013741238,1,7,2,3,8,3,2,2,7,3,1,7,2,2,4,2,2,4,3,3,1,1,2,1,3,3,3,6,2,3,4,5,3,2,4,4,2,2,3,6,3,2,2,1,2,2,1,3,1,2,2,1,1,7,2,3,200402013,25
7.013741238,2,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,2,2,2,2,2,2,2,,1,7,7,4,4,1,1,1,1,1,1,1,1,1,1,2,2,2,3,1,2,2,2,2,2,2,4,5,2,3,200402013,25
7.013741238,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,4,1,2,2,1,3,1,2,1,1,1,1,1,1,1,3,1,2,2,3,3,1,1,2,2,2,2,3,4,2,3,200402013,25
7.013741238,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,3,2,3,2,2,2,4,1,3,3,1,4,1,1,1,1,1,1,1,1,1,2,2,2,2,4,1,1,2,2,2,2,2,1,6,2,3,200402013,25
7.013741238,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,3,3,4,1,7,7,4,4,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,2,3,2,3,2,2,1,5,2,3,200402013,25
7.013741238,2,1,1,1,1,1,1,1,2,1,1,2,1,4,1,1,1,1,4,1,2,3,2,3,3,4,1,1,1,4,3,5,2,1,1,1,1,1,1,1,3,2,2,2,3,2,3,2,2,2,2,1,6,2,2,3,200402013,25
7.013741238,2,1,1,1,1,1,1,1,2,1,2,1,1,,2,2,1,2,2,3,3,2,2,,2,4,1,7,7,3,4,1,1,1,1,1,1,1,1,1,3,3,2,2,4,3,2,1,2,2,2,2,1,5,2,3,200402013,25
7.013741238,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,3,1,2,2,2,2,2,4,1,7,7,1,3,2,2,1,1,1,1,1,1,1,2,3,2,2,4,3,2,4,2,2,2,3,3,5,2,3,200402013,25
7.013741238,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,3,3,3,2,2,1,4,1,1,3,1,4,1,1,1,1,1,1,1,1,1,2,3,2,1,3,2,2,3,2,2,2,2,1,5,2,3,200402013,25
7.013741238,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,3,3,3,2,2,2,2,4,1,7,7,1,4,1,1,1,1,1,1,1,1,1,3,1,3,2,4,3,3,1,2,2,2,2,4,5,2,3,200402013,25
7.013741238,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,1,7,7,4,4,1,1,1,1,1,1,1,1,1,2,2,2,2,3,1,2,1,2,2,2,2,4,6,2,3,200402013,25
7.013741238,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,2,4,1,7,7,1,4,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,2,2,2,2,1,5,2,3,200402013,25
7.013741238,2,1,1,1,1,1,1,1,3,1,2,1,1,3,1,1,1,1,3,3,3,2,2,2,2,4,1,3,3,2,4,5,2,1,1,1,1,1,1,1,3,2,2,2,3,1,2,3,2,2,2,2,4,6,2,3,200402013,25
7.013741238,2,1,1,1,1,1,1,1,4,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,4,1,2,1,1,4,1,2,1,1,1,1,1,1,1,3,4,2,2,4,3,3,4,2,2,2,2,1,4,2,3,200402013,25
7.013741238,2,1,1,1,1,1,1,1,4,1,2,1,1,3,1,1,1,1,3,3,2,3,3,2,3,4,1,3,2,3,4,3,1,1,1,1,1,1,1,1,3,1,2,2,4,3,3,1,2,2,2,2,1,5,2,3,200402013,25
7.013741238,2,1,1,1,1,1,1,1,6,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,4,1,3,3,4,4,1,1,1,1,1,1,1,1,1,3,4,4,2,4,3,3,4,2,2,3,2,1,3,2,3,200402013,25
7.013741238,2,1,1,1,1,1,1,1,6,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,1,7,7,4,4,1,1,1,1,1,1,1,1,1,3,3,2,2,4,1,3,4,2,2,2,2,1,5,2,3,200402013,25
7.013741238,2,1,1,1,1,1,1,1,6,1,2,1,1,1,1,1,1,1,1,3,2,2,2,2,2,4,1,7,2,1,4,1,1,1,1,1,1,1,,1,3,3,2,2,4,3,3,4,2,2,2,2,1,5,2,3,200402013,25
7.013741238,2,1,1,1,1,1,1,1,6,1,2,1,1,1,1,1,1,1,3,3,2,3,2,2,3,4,1,7,7,1,4,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,6,2,3,200402013,25
7.013741238,2,1,1,1,1,1,1,1,6,1,2,1,1,1,1,1,1,1,4,3,2,2,1,2,2,4,1,7,7,1,3,1,2,1,1,1,1,1,1,1,2,2,3,2,2,1,1,2,2,3,3,3,3,5,2,3,200402013,25
7.013741238,2,1,1,1,1,1,1,1,7,1,2,1,1,1,1,2,1,1,3,3,3,2,2,2,3,4,1,7,7,,4,1,2,1,1,1,1,1,1,1,2,3,2,2,2,1,1,4,2,3,3,3,3,5,2,3,200402013,25
7.013741238,2,1,,,7,6,6,6,2,2,2,3,4,1,4,1,4,3,3,3,1,1,1,1,1,1,4,4,6,1,2,3,5,1,3,3,,4,3,5,3,4,,,,,4,,,,,,4,4,2,3,200402013,25
7.203301812,1,1,1,1,1,1,1,1,,1,2,1,1,1,1,2,1,1,4,1,1,1,1,2,2,4,1,6,2,1,4,5,4,2,1,1,1,1,1,1,3,3,2,1,3,1,2,,,2,,2,1,5,2,3,200402013,25
7.203301812,1,2,1,1,1,1,1,1,7,1,2,1,1,1,2,2,2,2,3,3,2,2,3,2,2,4,1,1,1,2,3,1,1,1,1,1,1,1,1,1,3,2,2,2,3,2,3,4,2,2,2,2,1,4,2,3,200402013,25
7.203301812,1,3,1,1,1,1,1,1,1,1,2,1,2,3,1,1,1,1,3,3,2,3,2,2,3,4,1,7,2,2,4,5,3,1,1,1,1,1,1,1,3,1,3,1,3,2,2,1,2,2,2,2,2,5,2,3,200402013,25
7.203301812,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,3,3,2,1,,3,4,1,7,7,1,4,1,1,1,1,1,1,1,4,1,3,1,2,2,4,2,2,3,2,2,2,2,3,4,2,3,200402013,25
7.203301812,1,4,1,1,6,3,1,2,4,1,1,2,1,2,2,2,1,1,3,3,3,2,3,3,1,4,1,2,2,3,4,5,1,1,1,1,5,3,3,6,2,3,2,1,2,3,1,3,2,2,2,2,1,6,2,3,200402013,25
7.203301812,1,5,1,1,5,5,2,1,6,1,2,2,1,1,1,2,1,1,4,1,2,2,2,2,2,3,4,7,2,1,4,1,1,1,2,2,1,7,1,1,2,1,3,2,4,1,1,1,2,2,2,2,4,4,2,3,200402013,25
7.203301812,1,5,,,2,3,8,2,7,3,2,1,1,5,2,1,1,2,2,3,3,3,2,3,3,3,1,1,1,3,3,1,2,1,2,3,3,3,3,3,3,2,2,2,2,1,1,2,1,2,2,2,5,5,2,3,200402013,25
7.203301812,1,6,1,1,1,1,1,1,1,1,,,,1,1,2,1,1,2,3,2,2,,3,,4,1,3,3,1,4,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,1,,3,3,2,3,5,2,,200402013,25
7.203301812,1,7,,,4,5,5,3,7,3,2,7,3,5,4,1,4,4,3,3,3,3,1,2,3,3,3,7,3,3,4,5,2,1,3,2,2,7,4,5,3,3,,2,2,2,3,2,2,2,2,2,1,6,2,3,200402013,25
7.203301812,2,1,,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,3,3,3,2,3,2,2,4,1,7,7,1,4,5,5,1,1,1,1,1,,1,1,3,3,2,2,2,1,2,1,2,2,2,4,6,2,3,200402013,25
7.203301812,2,1,1,1,,,1,1,4,1,2,1,1,1,1,2,1,1,3,3,2,3,2,2,2,4,1,1,2,3,4,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,5,2,3,200402013,25
7.203301812,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,3,2,2,2,2,3,4,1,3,2,1,4,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,1,4,2,2,2,2,1,5,2,3,200402013,25
7.203301812,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,2,3,2,2,3,4,1,7,7,4,4,1,1,1,1,1,1,1,1,,3,1,2,2,3,2,2,1,2,2,2,3,1,5,2,3,200402013,25
7.203301812,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,3,2,3,2,2,2,4,1,7,7,4,4,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,2,3,3,2,1,5,2,3,200402013,25
7.203301812,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,3,1,1,2,2,2,2,4,1,3,3,2,4,1,1,1,1,1,1,1,,1,3,1,1,2,4,3,3,1,2,2,2,2,3,5,2,3,200402013,25
